nom;categorie;description;image;fichier_source
Le Levant;Autres points d'intérêt;A 12 km de Lyon, entre campagne et métropole, ce restaurant vous séduira par sa cuisine inspirée des produits du marché. Durant l'été, le restaurant s'étend en terrasse au bord de la piscine.;;0/02/13-02b18897-65e8-33e2-a6e9-6ddc25c76c4a.json
Qrealis - Animations et evénementiel;Autres points d'intérêt;"Des activités pour toute la famille !
Animations et événementiels : lasergame, archerytag, escape game...
Votre partenaire loisirs... pour groupes et particuliers... sur place ou en itinérant...";;0/02/13-02b3f16e-a945-31c2-90ce-49d5cfd6a466.json
Mémé Confiture;Autres points d'intérêt;La Crêperie Mémé Confiture est Située dans le Vieux Village;;0/02/13-02b4cdd2-82ef-3ced-8f84-76bf3f67388a.json
La Grenouille de Marlieux;Autres points d'intérêt;Cuisine du terroir et traditionnelle. Le chef André mettra toute son expérience pour vous faire découvrir ses recettes de poulet à la crème ou les fameuses cuisses de grenouille sans oublier le poisson de la Dombes.;;0/02/13-02b76f3a-c32c-35bf-beb5-f098eacdab54.json
Restauration rapide : Pat à Pain;Autres points d'intérêt;Sandwiches, pizzas, fougasses, salades... à déguster au sein de formules, accompagnés de pâtisseries ou viennoiseries, sur place ou à emporter.;;0/02/13-02bca55b-2d72-32b5-ba5c-182fa0139e5b.json
Le Bistrot des 4 Chapeaux;Restauration et gastronomie;Le Bistrot des 4 Chapeaux propose des recettes familiales à base de mijotés, la cuisine de nos grand-mères.;;0/02/13-02bf7861-8f34-3050-8dfa-3ee48a2b3f88.json
"Eco musée des Cours - Musée rural ""Alice""";Culture et patrimoine;Petit musée rural installé dans la grange d'une ancienne ferme de montagne où sont exposés tous les outils agricoles, les ustensiles quotidiens, le mobilier et l'exposition de cet été. Un incontournable pour comprendre la vie d'autrefois !;;0/02/13-02bf9186-8437-37a5-ad3c-c512347d397a.json
Montaulieu;Autres points d'intérêt;Ce petit village de Haute Provence bénéficie d'une situation très ensoleillée et d'un environnement enchanteur qui a attiré de nombreux artistes et amoureux de cette nature sauvage. Culture d'oliviers, abricotiers, lavande, tilleuls, ...;;0/02/13-02c0a2b0-78d3-3564-9b31-cf86f6089172.json
Square Amadeo;Autres points d'intérêt;Parc de quartier arboré.;;0/02/13-02c20347-8f67-3951-8e60-df97fe208f15.json
Auberge Chalet du Cirque de St Même;Hébergement;Au cœur du Cirque de St Même, notre auberge sera l'occasion d'une pause gourmande dans un décor naturel privilégié. Nous vous proposons des menus élaborés au fil des saisons et une cuisine traditionnelle bio et locale dans un cadre exceptionnel.;;0/02/13-02c28595-f4e3-32a2-9de4-6b91ea524035.json
Salle des fêtes;Autres points d'intérêt;"C’est en 1951, que le projet d’une nouvelle salle des fêtes prend forme au lieu et place des bâtiments d’une ancienne tannerie.
Elle a été agrandie dans les années 90, en conservant notamment sa façade principale ouvrant sur le parc à l’ouest.";;0/02/13-02c466c2-584d-3f17-901f-e40304f8b7c1.json
Golf de La Tour de Salvagny;Sports et activités outdoor;Parcours de 27 trous dans un cadre exceptionnel. Golf de niveau international. Ecole de golf pour les enfants à partir de 6 ans, stages d'initiation;;0/02/13-02c5a321-6f7d-391c-b56e-de8e1c109d5b.json
Piste de ski de randonnée : Les Cascades;Sports et activités outdoor;La pratique du ski de randonnée sur la piste des Cascades est possible les mardis et samedis de 8h à 10h. Prévoir votre temps de montée et de descente sur cette plage horaire.;;0/02/13-02c81e21-d94e-380b-9510-2858ad48294b.json
Église Notre-Dame;Culture et patrimoine;Visite libre avec document. Cette église en grande partie gothique s'appuie cependant sur une ancienne partie romane (environ an 1000). Sa construction s'étale du XIVe au début du XVIIe siècle (MH).;;0/02/13-02cc479d-672b-30ef-9658-129c17709a6d.json
Marché local;Spectacles et événements;Marché tous les vendredis.;;0/02/13-02cdce52-e389-3c58-b6f7-0ff7f8d2b3bf.json
Marché Alimentaire et Fleurs Bayard;Spectacles et événements;Marché de produits manufacturés le jeudi et de marché de produits frais le dimanche.;;0/02/13-02cdda92-2811-3f15-b51b-dbe64ca2c339.json
Piste de luge gratuite de Gresse-en-Vercors;Sports et activités outdoor;Un espace luge gratuit situé en front de neige vous permet de venir glisser en toute sécurité.;;0/02/13-02cff5c6-4ba7-3a32-a11c-6d9ff9b55be5.json
IBowl;Autres points d'intérêt;Menus ou à la carte, le bowling vous propose différentes possibilités et formules.;;0/02/13-02d39550-7137-3df4-be3b-815a6d0e672b.json
Restaurant des Voyageurs;Restauration et gastronomie;Au coeur du petit village d'Izeron au pied du Vercors avec terrasse ombragée et parking. Une cuisine fraîche, de saison, simple et soignée.;;0/02/13-02d3c824-35d3-366f-977b-a1b1e5e36619.json
Les Délices du glacier;Autres points d'intérêt;Fabricant ardéchois, Terre Adélice est reconnu pour la qualité de ses produits et leur engagement à favoriser les filières courtes et biologiques.;;0/02/13-02d4a209-6be9-30c6-bac9-2b93b78f9379.json
Restaurant de la Roche;Restauration et gastronomie;Dans un cadre campagnard, ce restaurant d'hôtel, vous propose une cuisine traditionnelle et familiale ainsi que des plats à emporter.;;0/02/13-02d4e2ac-d64f-3eb4-ae3b-07cfa7447bc9.json
Campanile Lyon Ouest Tassin;Autres points d'intérêt;A proximité des différents lieux touristiques ainsi que des vignobles régionaux, cet hôtel vous offre toutes les garanties d'un séjour agréable.;;0/02/13-02d58e4a-3bd7-35b9-85c3-a6490b5e8b59.json
Terrains de tennis lac de la Grenouillère Recoin;Sports et activités outdoor;"Deux terrains en ""quick"" sont en libre accès à Chamrousse 1650 - Recoin, à côté du lac artificiel de la Grenouillère. 
La location de matériel est possible dans les magasins de sport de la station.";;0/02/13-02d6f2cc-1745-349e-a8d5-117879f6187a.json
Vestiges de Varennes;Autres points d'intérêt;Dans le cadre du site des vestiges de Varennes, les bénévoles de l’association s’impliquent pour rendre le patrimoine accessible à l’ensemble des publics et à le valoriser comme lieu de découverte et de rencontre.;;0/02/13-02d7fed9-34bb-35f7-b844-63fafc7b84db.json
Les Thermes de Montrond - Cure thermale;Autres points d'intérêt;Prenez soin de vous aux Thermes de Montrond-les-Bains. Dans le grand parc, à proximité du château et du casino, vous savourez votre séjour en cure thermale médicalisée. Ici, on vient pour apaiser ses maux, grâce à des experts qualifiés et attentionnés.;;0/02/13-02d842cc-6be8-372a-96a1-3e12a6bc9547.json
Les Voyageurs;Autres points d'intérêt;11 chambres (certaines avec vue sur le Puy Mary) toutes équipées d'une salle de bain avec WC, TV - LL à disposition - chaise et lit bébé - WIFI - Parc de détente - Terrasse - présence d'un bar - Restaurant - Accueil individuel et groupe.;;0/02/13-02d8d0fa-bc61-3fbf-a871-ce854306cc4f.json
Site de pêche du lac de Gayme à Picherande;Sports et activités outdoor;Le lac abrite des truites et des poissons blancs (gardons, tanches). Des empoissonnements réguliers sont prévus tout au long de la saison.;;0/02/13-02d971b9-e65e-318e-88cc-e28ee269cf69.json
Food Truck SnackFiz;Autres points d'intérêt;"Petite restauration, vente à  emporter.
Sandwichs, Paninis, Hot-dogs, Saucisses Frites, Frites, Crêpes, Glaces, Boissons Fraîches, Bières, Café.";;0/02/13-02e487b3-2b3e-31ad-923a-e0cdbe529464.json
Station climatique du Plateau d'Assy;Services et activités encadrées;Le Plateau d’Assy est un site architectural de notoriété internationale grâce à ses anciens sanatoriums. Ces bâtiments illustrent le génie technique et esthétique de l’architecture moderne du XXe siècle.;;0/02/13-02e8b3e9-77bc-3b5f-8091-d4b9a260ce57.json
La Ch'Arte Heureuse;Autres points d'intérêt;Pensée comme un campement artistique, La Clairière à la Diat devient base de vie culturelle animée par la Fabrique des petites utopies. Elle accueillera plusieurs semaines par an des artistes en résidence, des spectacles, des ateliers, des rencontres.;;0/02/13-02eb12e2-120e-3b9b-9058-fad9fb2f6ff5.json
N°03 La Crête des Serres VTTAE - Bleu;Autres points d'intérêt;"Parcours facile avec un beau point de vue sur le lac de Pierre Châtel et l'Obiou depuis la crête des Serres. Parcours n°3, balisé en bleu.
Départ : camping des Cordeliers Pierre Châtel";;0/02/13-02ebaba2-128b-3d86-8840-9f79a75e6f1f.json
L'Oriel - Salle de spectacle;Spectacles et événements;Salle de spectacles de 300 places, l'Oriel fait partie des lieux de rendez-vous incontournables de Varces et du sud de l'agglomération grenobloise.;;0/02/13-02ef26d6-8d85-386e-816a-900c3b0cfdc5.json
Coffee Shop - Slo Lyon Les Pentes;Shopping et artisanat;Bienvenue au Coffee Shop Away Hostel, sur les pentes de la Croix-Rousse ! Ouvert aux voyageurs et aux lyonnais, le coffee-shop propose des boissons chaudes, froides, pâtisseries, lunch et brunch maison dans un cadre convivial, design et confortable.;;0/02/13-02ef8608-9b4d-3f12-8fb1-9fb6f3d2afd7.json
Lac des Graves;Nature et détente;Pêche à la mouche en no kill ouvert à tout public.;;0/02/13-02efb31a-3399-3337-b918-1a881fe6311e.json
Le Pizzaiollo;Autres points d'intérêt;Pizzeria Le Pizzaiollo à Allevard;;0/02/13-02f03221-afd5-3fd3-99ae-a764098e8e01.json
Chez Panine -L'O berge de l'Anary;Autres points d'intérêt;Restaurant pizzeria au feu de bois.;;0/02/13-02f0fd42-32f7-36e5-8c93-ec48029e642c.json
Salon Grandes Ecoles de Commerce et d’Ingénieurs, Salon Santé Social et paramédical, Salon Formations artistiques et communication;Spectacles et événements;Les salons de l’Etudiant, espaces de rencontres privilégiés entre les jeunes et les principaux acteurs de l’enseignement supérieur, apportent des réponses claires et personnalisées sur les études et les métiers.;;0/02/13-02f2f681-c988-3aa6-a758-bbf4c977e300.json
Circuit N°3 Les hauts de Retournaguet - VALPARURE;Nature et détente;Au départ de l'église de Retournaguet, cette boucle vous mènera à la découverte du patrimoine de notre territoire. Châteaux, lavoirs, fontaine ferrugineuse, croix et église se laissent découvrir au fil de vos pas.;;0/02/13-02f6cafd-c194-3801-91bc-19867a7c2d86.json
Parcours gravel rouge - Les Enfants du Marais - Espace FFC Ain Forestière;Nature et détente;"Circuit balisé VTT adapté à la pratique du Gravel au départ de Belley.
Ce parcours explore les lacs, forêts et petits villages atypiques de cette partie du Bugey.
Suivre le balisage numéro 6.";;0/02/13-02fad46c-958f-33b5-95c3-b0c54ad0d5d3.json
Col de Belleroche depuis Nantua;Nature et détente;Le Col de Belleroche offre une montée facile dans un environnement de prairies de montagne et de résineux. Difficultés minimes et tranquillité assurée malgré un pourcentage maximum de 9,4%.;;0/02/13-02fad663-ccf6-3f48-b65a-784405da7a9c.json
L'Ardèche Epicurienne;Autres points d'intérêt;Balade gourmande facile et accessible à tous ! Dégustez des produits locaux, découvrez leur fabrication, explorez le paysage authentique de l'Ardèche, et partagez un moment convivial et chaleureux. Une immersion dans le terroir Ardéchois et ces produits;;0/03/13-0300f6a9-f020-31f8-9ec1-fe73a1b018cc.json
Eglise Saint André;Culture et patrimoine;Sa construction débuta en 1272. De style gothique flamboyant, assez sobre cependant, l'église est construite principalement en carrons savoyards.;;0/03/13-03016e58-f57a-3919-bf9c-a8ca376b8af3.json
Ecole de ski et Snowboard Oxygène;Sports et activités outdoor;Laissez-vous guider par notre équipe de moniteurs experts et passionnés pour découvrir ce que Megève a de plus beau à offrir. En famille ou entre amis, rejoignez les sommets pour un séjour inoubliable.;;0/03/13-030630c5-5874-34a9-b642-0965988843c0.json
Montée cyclo de Méribel Mottaret;Autres points d'intérêt;Au départ de Moutiers, l'ascension commence par 10 km tranquilles puis devient plus soutenue avant les Allues. Le Tour de France a déjà fait étape à Méribel en 1973. La montée est bornée pour les cyclogrimpeurs.;;0/03/13-0308c95f-e00b-3e70-84c2-de400d9a180d.json
Parf'Humeur;Autres points d'intérêt;Parf'Humeur vous propose un voyage des sens et de l'émotion. Venez créer votre propre parfum qui sera unique au monde ! Votre création est naturelle et vous procure du bien-être.;;0/03/13-0308f84c-aeb5-3f28-bc6e-5fbf1a561d15.json
SAISON CULTURELLE Thomas Croisière, voyage en comédie;Autres points d'intérêt;"Spectacle d’humour dans le cadre du Off du Festival du rire d’Yssingeaux.
Billetterie en ligne https://hautpaysduvelay-communaute.fr/billetterie/";;0/03/13-030e2987-23e3-3c6f-8241-0e624b6f4ee1.json
Gîte du lac;Hébergement;Situé en plein cœur de la chaîne des volcans classée au patrimoine mondial de l'UNESCO, dominant le lac de la Cassiére, venez faire une pause dans notre gîte, confortable et calme.;;0/03/13-030f4878-5701-34b6-8fec-b5dba5fbbf62.json
Plan d'eau communal;Nature et détente;Proche de la forêt de Bagnolet, la commune d'Aubigny s'est dotée d'un plan d'eau de 0,60 hectare en bordure du village où l'on peut taquiner les gardons, les carpes ou les brochets avec carte journée ou saisonnière (en Mairie).;;0/03/13-030f84ef-f2c0-3cd3-a417-0f6a2179b4b0.json
Manège de Creys Mepieu;Autres points d'intérêt;L’Association Creys Equi Nature met à votre disposition une carrière (environ 55 m x 40 m) d’excellente qualité et clôturée, ainsi que du matériel d’obstacles (chandeliers et barres), au calme, à Pusignieu (site de l’ancien caravaning).;;0/03/13-0310458d-e4fb-37bd-a9b1-6e6765aad1f7.json
Les Epicéas Maison Partagée;Autres points d'intérêt;Les Epicéas : pas un gîte traditionnel mais une «maison partagée» pour séjourner en famille, seul ou en groupe, en gestion libre. Au cœur du village, entourée d’un grand terrain. Gérée par une association. Nos mots-clés : rencontres, partage, solidarité !;;0/03/13-0310a7a9-0259-38f8-904b-75e6c0b97065.json
Le moulin de la ¨Presle - Randonnée Boucé;Sports et activités outdoor;Partez à la découverte des chemins de campagne de Boucé et de Montaigu-le-Blin.;;0/03/13-031182f5-4dd5-371b-9e97-c445cc544a22.json
Itinéraire VTT AE - D : Moraine d'Argentière;Sports et activités outdoor;"Partez à la découverte d’une partie de la piste de ski de fond d’Argentière située
dans la moraine du glacier.";;0/03/13-0311f12f-5e60-3087-a266-2def725d8a29.json
Gîte Chalet du Plaix;Hébergement;"Charmant meublé situé dans un environnement arboré et verdoyant, pour profiter du calme de notre belle campagne bourbonnaise.
Situé à 300 mètres d’altitude, il offre une vue exceptionnelle et de remarquables couchers de soleil.";;0/03/13-03142f31-8fa8-342b-975f-315c262f6ec0.json
La Grande Cour;Autres points d'intérêt;"La Grande cour, autrefois Grand Cloître de l’abbaye a été entièrement
remaniée au XVIIe siècle. Rectangulaire aujourd’hui, elle s’étend de la Procure à l’église abbatiale.";;0/03/13-0314feb9-eb67-3259-83ea-12eaf3045230.json
Chalet de la Source;Hébergement;Niché au fond d’une vallée profonde et pittoresque, à l’entrée des Gorges de l’Allier, le Chalet de la Source est une demeure de charme surplombant l’Allier.;;0/03/13-0315b0e8-30fb-34e1-98ef-8cf706d5de77.json
PHENE SAS;Autres points d'intérêt;PHENE SAS -  Adaptation au changement climatique - Bilan Carbone® - Stratégie bas carbone;;0/03/13-031b2a71-a778-323e-a523-8cbc776e39f8.json
Exposition : dessins, peintures et bois;Culture et patrimoine;"Venez découvrir une très belle exposition avec trois exposants : 
-Muriel Hamon : Dessins
-Brigitte Sanino : Peintures à huiles
-André Beaugiraud : Créations en bois";;0/03/13-031bfeee-024d-33f4-91da-f2b44b6a0d71.json
